Text,Sentiment,Positive
Por favor Quisiera saber Cuanto es la deuda total del crédito solicitado,positivo,1
Entiendan xk me an cobrado 1000 soles mas en 4 meses de pandemia,positivo,1
De que banco me escriben. Estoy sin trabajo mas de un año. Lo pueden verificar en los sistemas. Sin trabajo no puedo asumir mis pagos,positivo,1
"El numero 945608651 realizo una llamada, busca comunicarse contigo.",positivo,1
"Quién eres, disculpa?  ",positivo,1
Mandame mi cronograma porfavor,positivo,1
"El numero 937417095 realizo una llamada, busca comunicarse contigo.",positivo,1
Dejen de escribir,positivo,1
"Sres. La recurrente Nunca hizo uso de la tarjeta que ustedes me dieron engañando que no cobraban mantenimiento, y me siguen acosando con llamadas y mens",positivo,1
"El numero 939868835 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya sr reañizo la cancelacion,positivo,1
omar otras medidas,positivo,1
"Disculpe, yo no tengo ninguna deuda con caja Arequipa.",positivo,1
No quiero gracias,positivo,1
"El numero 945149807 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya pague mi cuenta ,positivo,1
Si pague,positivo,1
Yo ya pague no debo nada,positivo,1
No tengo plata para pagar los intereses pues durante la emergencia no trabaj¿,positivo,1
Dime Pss quien es xq no conozco a ningunos de los 2 numero,positivo,1
Dame mas info,positivo,1
No debo a nadie,positivo,1
Hace dos meses xfavor,positivo,1
Quisiera que me mande el cronograma y el monto por favor.,positivo,1
"El numero 995843651 realizo una llamada, busca comunicarse contigo.",positivo,1
Pq no me llaman ,positivo,1
Ya pague ahorita,positivo,1
"Al no hacer una precision en su mensaje, persona y cargo del responsable, a quien va dirigida esta comunicacion y motivo, consideraré acoso sus siguientes sms.",positivo,1
Me pueda dar información,positivo,1
"Disculpa, yo ya pague mi cuota del mes de agosto",positivo,1
Si me sacan.  de infocor pago,positivo,1
Hola?,positivo,1
itar procedimientos legales de mi parte.,positivo,1
"El numero 969638026 realizo una llamada, busca comunicarse contigo.",positivo,1
Vayanse a la mierda no voy a pagar,positivo,1
"El numero 981672634 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 938479436 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Cambie de operador ase tiempo,positivo,1
Ya cancele la totalidad y no quiero que me vuelvan a llamar a ofrecer credito. Dejen de mandar mensajes.,positivo,1
"Como pueden mandar ala central de riesgo sino paguo hasta es porque no he podido por el estado de emergencia ,voy a pagar pero necesito tiempo para poder",positivo,1
Recuerdo que cancelé todo,positivo,1
lguien saco por mi ustedes están en la obligación de llevarlos pres,positivo,1
Estoy esperando cobrar mi kincena para cancelar,positivo,1
Yo no debo en claro,positivo,1
Por el momento cuento con 500 q dices ,positivo,1
Ya no jodassss,positivo,1
De que afp yo no debo a ningún afp,positivo,1
es tienen y que tanto joden para cobrar,positivo,1
Que banco???,positivo,1
Para eso sí joden todo los dias,positivo,1
 Cv hola,positivo,1
Y ud.me devuelve el pago del mes de enero .por qué no tenía cable.,positivo,1
"Con el saldo que de 700 soles sinverguensas,para el colmo siguen fastidiando como estorcionadores,mi no debe ni un centimo",positivo,1
Tengo un familiar hospitalisado x favor,positivo,1
"ud, en esta emergencia sanitaria por la pandemia, no es posible via",positivo,1
ya don dos meses y no llega la tarjeta ni la placa,positivo,1
A que se debe la urgencia??,positivo,1
é preocupen voy a cancelar mil disculpas por la demora tuve civil g,positivo,1
Pir que perdi premios yo pagué a fecha solo que lo hice en el banco de la nacion x que no hubo sistema,positivo,1
"Ya no debo , si desean integrenme a un whatsap para explicarles con pruebas de que ya estoy libre de deuda...GRACIAS",positivo,1
Buenas tarde yo me dirijo ala caja sullana k por motivos de la pandemia kiero k me reprograme mi conograma asta enero para poder cancelar yo rosa Morales,positivo,1
"RIZACION, he pagado 2 cuotas diferentes que sumadas al saldo a la fecha, excede en mas de 100 soles, Quien puede atenderme via celular, me encuentro en c",positivo,1
Que miedo. Parece estafa,positivo,1
"El numero 975166947 realizo una llamada, busca comunicarse contigo.",positivo,1
"Buenas tardes, Para la devolucion de equipos como haria. Mi pregunta es entrego los equipos como hqriqmos para poder tener la conexion con el televisor",positivo,1
digame,positivo,1
Disculpe x esta pandemia cambio mi dia de pago yo pagare el viernes,positivo,1
"El numero 920493970 realizo una llamada, busca comunicarse contigo.",positivo,1
con kien ablo,positivo,1
El lunes depositaré amigo,positivo,1
"El numero 916436928 realizo una llamada, busca comunicarse contigo.",positivo,1
??? Quien es?,positivo,1
"El numero 959849269 realizo una llamada, busca comunicarse contigo.",positivo,1
Por favor no enviar mensajes numero equivocado verifique su contacto.,positivo,1
Y no se porque ahora me dicen los 15 yo mi linea me lo puse el 26 no el 15 ,positivo,1
Otrabes q bencio estan locos o q miercoles les pasa,positivo,1
"El numero 945758711 realizo una llamada, busca comunicarse contigo.",positivo,1
Como puedo pagar en casnet,positivo,1
Okey mañana stoy cancelando x favor,positivo,1
De que equipos Movistar me habla,positivo,1
Le informo q el señor Adrian Loli Rosales con DNI 33327121 fallecio tal como informe a mibanco,positivo,1
De q se debe.ya le pague.me puede esplicar ..por fabor,positivo,1
Cada tonteria que se inventan...,positivo,1
"Dejen de molestar por que me insisten en cmr es la,peor experiencia,que tenido no pasa,nada mil veces prefiero movistar..",positivo,1
Hice%20compromiso%20por%201cque%20cancele%20hace%2015%20dias%20y%20ya%20recoji%20mi%20joya%20,positivo,1
Sres de Accesso en este momento es imposible pagar mi esposa se encuentra con covi 19 y es posible q tenga q guardar cuarentena también ambos vivimos sol,positivo,1
Señores,positivo,1
roducto que han sido devueltos hace 1 mes y medio de la campaña 7 ya pague y hasta ahora no me descuenta y de la campaña 10 igualmente llego 13 productos,positivo,1
puedo pagar e el banco BCP,positivo,1
???? Quien es utd,positivo,1
Pudrete usurero no tengo ni pa comer y te voy a pagar,positivo,1
Como Es No Entiendo,positivo,1
Disculpa pago de que tengo que realizar,positivo,1
Ya pagué ,positivo,1
Dejen de estar llamando,positivo,1
Yo estoy al dia quiero que actualizan mi estado de cta a la feccha,positivo,1
"Señor, ya realice el pago acordado, no es posible à sigan me dando estos mensajes ",positivo,1
"Buenas tardes el día de hoy he pagado ma cuota correspondiente, sin",positivo,1
Mi codigo,positivo,1
45904358,positivo,1
"El numero 920223474 realizo una llamada, busca comunicarse contigo.",positivo,1
"El numero 944669075 realizo una llamada, busca comunicarse contigo.",positivo,1
POR FA QUIERO MEGAS X,positivo,1
"No tengo ninguna cuota pendiente, todo cancele, tengo la boleta del mes de mayo, cancelado el dia 26 de mayo.",positivo,1
De que cuota me hablan? yo cancelé toda mi cuenta con ustedes. No debo nada le envio el baucher con el pago.,positivo,1
Buenos días el número de ella es 51 945 953 770,positivo,1
ostigamiento y daños a mi persona tengo este número 98437887 donde,positivo,1
Pueden venir hoy arecoger?,positivo,1
Buen dia que banco..?,positivo,1
"y sobre su Empresa, que recibo constantes mensajes que me molestan.",positivo,1
"Ok,Ok gracias si le voy a pagar por favor espéreme un poquito",positivo,1
"Buenas tardes, la deuda esta totalmente cancelada. De que vencimiento hablan. Actualicen vuestros datos.",positivo,1
"El numero 950811577 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Fui dos beses a pagar mis tres letras pero me dise que debo 5,positivo,1
andemia oara poder ir a ver y hacer mi denuncia.,positivo,1
No voy a pagar,positivo,1
Y a que no estamos trabajando pero igual cumpliremos,positivo,1
Ño moleste por favor ok,positivo,1
Favor me confirma el pago realizado hoy,positivo,1
SRES INTERNAN Ya pagué,positivo,1
Que deuda si pague todo ya son dos catalogos que no trabajo por el covi,positivo,1
"Estamos en emergencia cuando se solucione y tenga efectivo pagar¿, gracias m.",positivo,1
Déjenme de mandar estar mkerda qué esa deuda ya se pago hace más de,positivo,1
No estoy trabajando,positivo,1
Ya realize mi pago,positivo,1
Disculpe no tengo deuda con esa entidad,positivo,1
"El numero 983902912 quiere comunicarse contigo, si deseas llamalo.",positivo,1
dejan de joder,positivo,1
Disculpe pero.yo.No tengo deuda con el Bco Falabela,positivo,1
porfavor no sigan molestando porque sino procedere,positivo,1
Dejenme de amenazarme,positivo,1
Ok en estos dias estoy cancelando,positivo,1
todo los meses me descuenta la ugel sila ugel nopaga nolose boi a preguntar al director de la ugel el director no se encuentra en purus,positivo,1
Este sabado lo pagan por favor ,positivo,1
Que le pasa yo no tengo credito,positivo,1
Ami me descontaban,positivo,1
"No les voy a pagar, denuncienme",positivo,1
Y paguen en el banco y ko envien mensajes  sin estar informados ,positivo,1
Yo no tengo ni una cuenta pendiente,positivo,1
ecería NO MOLESTAR,positivo,1
"El numero 971134457 realizo una llamada, busca comunicarse contigo.",positivo,1
Gracias por el comunicado el lunes ire a pagar la cuota. Direccion porque ya no estan por Atocongo. Vivo en Villa el Salvador,positivo,1
Mañana vengo señorita en la tarde,positivo,1
El pago que tengo que Aser es el d?a 26-10-2020,positivo,1
Disculpe kiero saver cuanto es mi deuda x fab,positivo,1
"Amplie el plazo, no hay dinero por ahora",positivo,1
Ya pague verifiquen,positivo,1
Buenos dias. Yo no tengo deuda con ustedes.,positivo,1
"El numero 932998685 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 945733444 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya mañana voy a pagar no se preocupen,positivo,1
Mañana temprano le estoy cancelando,positivo,1
"No se puede en la condición actual del País, reprogramar unilateral",positivo,1
"El numero 968263929 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya pague hoy dia,positivo,1
Quiero saber cuanto es el monto y de qué mes es,positivo,1
Y no responden....,positivo,1
Ya able con la señorita con suelo mianalista gracias,positivo,1
Ya pague por favor me indican cuantas cuotas me faltan gracias,positivo,1
Buenas tardes yo orita no le puede cancelar la cyota no estoy trabajando pero el otro mes empieso apagar mi cuota por favor yo si boy apagar,positivo,1
Mañana temprano estoy asiendo el deposito con quien tengo q hsblsr,positivo,1
De qué penal eres,positivo,1
Si ntp q hoy ire a pagar,positivo,1
"El numero 950915733 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya cancelé cuota del mes. ,positivo,1
"Este numero nunca contesta, deseo obtener facilidades para pagar, por favor necesito un numero que si conteste o que me llame directamente un analista de",positivo,1
Voy a paga el martes x favor,positivo,1
Los%20equipos%20ya%20los%20entregue%20mas%20de%20un%20año%20,positivo,1
Quien es colecta saac?,positivo,1
No creo q la q cobra me de doz bauchr del mismo credito,positivo,1
No hay dinero,positivo,1
Que deuda aa,positivo,1
Ya está pagado,positivo,1
Con quien tengo el gusto ?,positivo,1
"El numero 983975951 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 934158229 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 984544952 realizo una llamada, busca comunicarse contigo.",positivo,1
Que mrd quieren?,positivo,1
Yo no tengo cota para pagar,positivo,1
Beneficio??? Wtf,positivo,1
No molesten por favor,positivo,1
NOOOOOOOOOOOOOO,positivo,1
Eso es la meta en esta semana nos acercam a la of,positivo,1
No quiero saber nada,positivo,1
Srta disculpe x motivos fe salud,positivo,1
Por favor no me molesten estoy mal de salud,positivo,1
Que equipos yo no he devuelto nada?,positivo,1
Pq me piden??????🤔🤔🤔🤔🤔🤔🤔🤔🤔,positivo,1
Y el numero de cta,positivo,1
Plazo hasta mañana ,positivo,1
Disculpe?,positivo,1
400739436,positivo,1
Hola buenos dias aun no me llega el codigo para el bono,positivo,1
"El numero 979563704 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"No tengo ni para comer, tiene que esperar que mejoren las cosas ",positivo,1
Llamar al 945228777,positivo,1
Dejanme de estar jodiendo por fabor,positivo,1
Puede llamar al 963720184,positivo,1
conste que el. carro.solo.lo.tuve un mes.en mi poder,positivo,1
91617961,positivo,1
"El numero 955931748 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Y el otro a fin de mes,positivo,1
Yo ya no tengo ninguna deuda con uds. ,positivo,1
"El numero 972698829 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Cuánto sería ?,positivo,1
este no es número de jimmy... dejen de molestar,positivo,1
será bloqueado,positivo,1
De que placa,positivo,1
Ya pagué xk m cobro mas si saben estamos bien ajustados q mal,positivo,1
"El numero 995874239 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Si gracias antes de as 3 pm voy,disculpen aveces no es como uno se piensa",positivo,1
Mi analista nunca me a llamado para ver mi caso yo lo llamé qué esperara me dijo ,positivo,1
No tengo x q pagar x q la persona q me exija ésa tarjeta me dejo q no sé paga interés y no tengo x q pagar x q no debo de nada y no me digan exigiendo y,positivo,1
"Desorden en colecta, el 26 de octubre cancele el total de la deuda y el 13 de noviembre de 2017 me enviaron la carta de no adeudo firmada por el gerente",positivo,1
Buenas noches un numero al q me pueda comunicar x favor,positivo,1
Que cuota si yo no les he sacado nada,positivo,1
"Van ocho mensaje, por favor ya cancese. Esto es un acoso.",positivo,1
Yo no tengo deuda contigo.,positivo,1
Cual%20equipos,positivo,1
Señor estoy llamando nadie me contesta yo no debo porque me descuentan por planillas todos los meses,positivo,1
Deje de ostigamientos,positivo,1
Ya pague hoy gracias,positivo,1
Que beneficios ?!,positivo,1
"Queda solo un saldo , señores por favor ya me comunique con la srta. Mari carmen moran de cobranzas. Gracias",positivo,1
Sr o sra disculme yo se que debo pero yo quiero pagar el sabado 12 porque yo boya cobrar en transcurso de esta semana o sera antea del aabado,positivo,1
Ok el sábado estoy pagando,positivo,1
Ok me acercaré para poder obtener una facilidad de pago porfavor,positivo,1
Si hoy hago el pago,positivo,1
No jodas por ahora estamos en cuarentena,positivo,1
Me acercaremos a pagar gracias mi problema  es por falta de  trabajo estaré al dia  en mis cuotas,positivo,1
Reprogramelo el pago porfavor,positivo,1
Jajjaa 4000 jajjajaja.mi saldo capital es de 900.y no tengo plata para pagar....cobrense del seguro,positivo,1
"El numero 945808601 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Mañana iré a pagar,positivo,1
Ve a estafar a otro lado deserebrado,positivo,1
Informe porfa,positivo,1
an menos para poder cancelar espero su respuesta por favor yo ahorita sigo delicada mi situacion es delicada espero me comprenda ny me bajen mis letras p,positivo,1
"Señores tienen que posponer las cuotas para otros meses, es decir alargar mis meses de prestamo",positivo,1
Yo pago los diez de cada mes,positivo,1
"Mi mamá dejo su celular, pero se llevó Otro El Número es 996994902",positivo,1
No tengo deudas jajaja,positivo,1
Señor lo estoy llamando  y ud me corta la llamada,positivo,1
todavia me toca pagar el 27 de octubre,positivo,1
Me confirman el día y la hora de recojo para poder atenderlos,positivo,1
"El numero 988437160 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Ya presente mi queja!!! Donde estaban uds en los meses de cuarentena??? Y esa mi deuda es x penalidad, donde mierda iba a pagar si no se podia salir y u",positivo,1
"Recoger en Manuel Clavero 2057 urb, Antares Celulular 995158442",positivo,1
Q m puede ser riesgo tengo invertido mucho dinero ahi y x poco q les debo m amenazan,positivo,1
De q es ,positivo,1
buenas tardes yo pagué el dia 5 mi cuota cual es el problema,positivo,1
Hola.como puedo hacer.para.refinanciarlo encuotas,positivo,1
Nunca contestan y de que debo.?,positivo,1
Mañana lo cancelo,positivo,1
Quien Mierda es? Dejen de estar enviando comunicaciones carajos.,positivo,1
Put????????????????????????????????????????????,positivo,1
Ya e pagado no debo nada 👊,positivo,1
"El numero 972653426 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"Ya pagué, me he demorado no porque quiera es por salud yo vivo con menores de edad.No vuelva a enviar sus mensajes por favor",positivo,1
"El numero 990528592 realizo una llamada, busca comunicarse contigo.",positivo,1
Buenas tardes el chico que viene a cobrar me dijo que viene mañana acaclo tengo el dinero,positivo,1
Ya pagué no jodan,positivo,1
Por favor esta semana se paga .,positivo,1
"El numero 932778338 realizo una llamada, busca comunicarse contigo.",positivo,1
CON QUIEN HABLO,positivo,1
deja de estar mandando mensaje a mi foto ctm,positivo,1
"Indicar de qué deuda hablan, remitir monto y detalle",positivo,1
Me dijeron que iban a descontar mis estrellas,positivo,1
"El numero 929507910 realizo una llamada, busca comunicarse contigo.",positivo,1
"El numero 990921768 realizo una llamada, busca comunicarse contigo.",positivo,1
Cuál cuota oe? ,positivo,1
Revise bien su sistema. Creo están equivocados.,positivo,1
Estoy cansada q me escriban diciéndome w tengo deuda,positivo,1
Estoy como el chavo ??,positivo,1
lo responsabilizó por todo cuanto me suceda,positivo,1
"El numero 975443926 realizo una llamada, busca comunicarse contigo.",positivo,1
Buenas tardes como que tengo un saldo,positivo,1
Buenas tardes como me podria informar,positivo,1
Envíeme mi cronograma de pago..gracias.,positivo,1
multa pecuniaria Deje de Amenazar,positivo,1
Cual equipo ,positivo,1
Ladrones.,positivo,1
Sres de Efectiva le estoy comunicando x este medio he ido a pagar y me estan cobrando interes yo no tengo dinero ni tengo trabajo para pagar interes.,positivo,1
Deje su mensaje gracias,positivo,1
Ya me tienen inchado yo no debo ni mierda,positivo,1
"Desde el 25, me están solicitando, que no me olvidé del pago",positivo,1
Cuanto es la cuota estoy en el trabajo y no tengo el.contratobabla mano,positivo,1
Que mensaje es este?,positivo,1
Ya pague el 25 ya no jodas Ctm,positivo,1
Buenos dias ya lo e cancelado ayer,positivo,1
Que cobros me van hacer si son ustedes los que deben programar cuando vienen y en que horario?,positivo,1
"Hola buenas tarde disculpe yo ya pagué el dia viernes, por eso te estuve llamando .",positivo,1
Me podria escribir al wasap por favor ,positivo,1
Yo ya pague el dia 25 de setiembre. No me quieren hacer el cronograma de pagos.,positivo,1
"El numero 956154559 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Cuanto es la cuota,positivo,1
cantidad indicada. Estamos aun viviendo una pandemia que nos ha cambiado la vida a todos .,positivo,1
oferton sobre q??,positivo,1
De que deuda me esta hablando,positivo,1
"El numero 951461484 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Atraso de que,positivo,1
No estoy en pacasmayo,positivo,1
Hola por favor podría indicarme estas condiciones especiales ,positivo,1
Quien eres mi esposo está trabajando,positivo,1
"El numero 954546828 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ya realize el pago,positivo,1
Llamame cuando recibas este mensaje.,positivo,1
Por favor como estube con el covid recien me estoy recuperando como puedo hacer con mi pago,positivo,1
"El numero 941900754 realizo una llamada, busca comunicarse contigo.",positivo,1
No estoy interesado,positivo,1
Ya no me envie mensaje,positivo,1
Yo he cancelado mi deuda el 30 de marzo,positivo,1
Estoy llamando pero sale apagado,positivo,1
Me canse de llamar al numero de contacto,positivo,1
Sres. Por favor voy a depositarles mañana estoy en mi centro de trabajo y no hay manera de depositar hoy gracias,positivo,1
Quiero mas informes. Por qué el numero que aparece en mi pantalla no responde.,positivo,1
Se a confundido de numero,positivo,1
Que lo recojan en chorrillos. Calle electra 137. Previa cita. Gracias. La casa se vendio. Ya no estoy en sjl,positivo,1
Gente d mal vivir trabajen mierdas si quieren plata,positivo,1
Disculpe ya lo pague revicen sus sistemas por favor,positivo,1
hola buen dia ,positivo,1
Por favor llama a este numero 95246793:-):-)≯∠,positivo,1
Ya pagamos la cuota,positivo,1
"El numero 974987645 realizo una llamada, busca comunicarse contigo.",positivo,1
Ya pagueer,positivo,1
Dejen de escribirle estafadores,positivo,1
NO DEBO NADA...!!!🤪😡😡😤,positivo,1
Ayer se a pagado,positivo,1
"Cuantos es la deuda original, osea el saldo capital",positivo,1
Ese dia que cambiaron los equipos que fue soloel Reuter se llevaron el malogrado los técnicos yo no les debo nada,positivo,1
"Buenos dias soy la sra. Ana Maritza Suclupe Espinoza deseo q me den facilidades de pago, ahorita no tengo dinero por motivos de salud, le pido por favor ",positivo,1
Esa cuota,positivo,1
"Disculpe%20pero%20yo%20no%20soy%20la%20Sra.%20Maribel,%20gracias%20y%20buen%20dia%20",positivo,1
Yo ya liquide mi cuenta ya no me este mandando mensajes tengo la constancia de no adeudo gracias,positivo,1
"A qué carajo se refiere que soy referido solidario, y contesté",positivo,1
"El numero 948659188 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Error de chat?,positivo,1
"Ok, gracias Vienen aca los espero con Goliat y sasha, justo estan con ganas de morder a cualquier estafador o ladron mi hermosos pitbull de 40 Kg cada un",positivo,1
Quien eres Carlos Enrique y que deseas?,positivo,1
Señorita,positivo,1
Como que dos dias,positivo,1
"El numero 951463826 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Dejen de joder yo no les debo nada,positivo,1
Luis Toro y este celular esta a mi nombre,positivo,1
Son usureros y no jodan,positivo,1
Gracias pero pagué el lunes,positivo,1
997953401,positivo,1
Por favor dejen de llamar estoy trabajando ya regularizo mi deuda,positivo,1
Por fabor me puede decir cuanto es el monto,positivo,1
"El numero 959811272 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Ni nada que venga de ustedes estafadores ladrones,positivo,1
Yo no tengo ningúna deuda con nadies,positivo,1
990825606,positivo,1
Me mandan este mensaje quiero saber qué banco es no tengo deuda con refinancia,positivo,1
Estimados. Les dije que voy a revisar las boletas no pueden enviar mensajes amenazantes de reporte a las centrales de riesgo. Presentare mi queja formal,positivo,1
Yo no les debo mi dni e08990854,positivo,1
Diga el apellido ,positivo,1
engo quien me aga la Comision en parmelo yo entro a trabajar a las 6 .20 a.m y salgo a las 6 .20 P.M,positivo,1
No es 185,positivo,1
Que deuda vayan a bañarse,positivo,1
"El numero 923509118 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El quien le contrató que le pague, no tengo dinero para esos costos",positivo,1
"El numero 944841576 realizo una llamada, busca comunicarse contigo.",positivo,1
"El numero 972871765 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Y recien en enero llegare a lima,positivo,1
Yo no tengo ningun deuda,positivo,1
Buenas tardes el día viernes estaré cancelando lo restante .,positivo,1
Se vence los 25 de cada mes ,positivo,1
Disculpe quien es ??,positivo,1
Ya se pago señores,positivo,1
Llamo a estos numeros y no responden,positivo,1
a todos mis pagos y bueno entonces ahora como voy a hacer este pago ya me causa un desbalance,positivo,1
Por ello pedí la reprogramación del pago,positivo,1
¿Qué equipos?,positivo,1
de donde sacan esa deuda sres si uds me suspenden la tarjeta con una deuda minima asi que ni piensen que les voy a pagar esa cantidad,positivo,1
Hola !  ,positivo,1
e pagar ok,positivo,1
Ustedes creen que una es cojuda no?,positivo,1
Ya cancele,positivo,1
Pues Contesta Pues,positivo,1
"El numero 948661803 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Señores buenos dias es verdad los dias de atraso pero escapan a mi situacion economica fui victima del covi solicito reprogramacion para poder salir de e,positivo,1
No me llega el código aún,positivo,1
"El numero 990288404 realizo una llamada, busca comunicarse contigo.",positivo,1
Ok ya pague. Los 270.grasias,positivo,1
Buenas tardes por favor podría pagar el día de mañana a muy tardar,positivo,1
No jodas y verifica tu sistema,positivo,1
Con nadie llegue a un acuerdo mentirosos,positivo,1
lpa se reconocer mi error. Cuidate buen dia!,positivo,1
Deuda?,positivo,1
No debo carajo Cual deuda,positivo,1
Disculpe buenas tardes pero yo. No tengo ninguna deuda con la caja no entiendo porque me llegan este mensaje,positivo,1
"El numero 959489947 quiere comunicarse contigo, si deseas llamalo.",positivo,1
"El numero 976800116 realizo una llamada, busca comunicarse contigo.",positivo,1
No tengo empleo... No tengo dinero... Estoy muy delicada de salud..,positivo,1
srs.%20%20de%20efectiva%20no%20sean%20injustos%20y%20abusivos%20yo%20ya%20cancele.%20por%20favor%20no%20abusen.%20,positivo,1
El ultimo msj vale.pregunta si esa entidad. colecta sac .bamco financiero...existe,positivo,1
Es un abuso y en esta pandemia,positivo,1
"El numero 951855821 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No lo conozco disculpe lo voy broquiar,positivo,1
Buenas tardes soy la srta. Anghy Venegas y este número telefónico m,positivo,1
"Porque envian mensajes, si ya esta todo cancelado, no intente sorprender",positivo,1
seoen mi auto particular que antes lo taxiaba para pagar las cuotas,positivo,1
Estamos reestructuraandola deuda en caja zorritos,positivo,1
de que deuda me comunica ustedes si yo tendría una con ustedes h,positivo,1
Disculpa yo que sepa nooo deboooo,positivo,1
Ya pague gracias pero una consulta si pago las demas cotas pendientes restantes me podrian haser un nuebo prestamo quien me podria orientar gracias,positivo,1
Que cosa no debo y no quiero ese segura ya no entienden,positivo,1
Dejen de mandar eso aca,positivo,1
Señores de ACCESO esta pagado mi cuenta el numero de cuenta es lo siguente,positivo,1
Vete a la mierda con la deuda no tengo deuda,positivo,1
Xfavor dejen de molestar esa deuda lo pago en febrero nomas llamando a la misma central dieron un numero de cuenta,positivo,1
Buenos días. NO TENGO NINGUNA INFORMACION SOBRE EL ESTADO DE MI FRE,positivo,1
esta deuda de mi espacio q ya pague en su momento  ,positivo,1
"El numero 995931440 quiere comunicarse contigo, si deseas llamalo.",positivo,1
No debo nada pagué hace seis años,positivo,1
Y porq lo tengo q llamar,positivo,1
Cuando van a benir recojer,positivo,1
por el culo te pago ,positivo,1
Puedo pagar el otro viernes,positivo,1
Revisen bien sus datos personales.,positivo,1
Conteste%20por%20favor,positivo,1
"Ya pague, dejen de mandar mensajes",positivo,1
ese pago.En todo caso les rogaria dejarlo pendiente al final y cuando llegue me acercaré para hacer el pago correspondiente.Mucho agradeceré acceder a mi,positivo,1
Si no estoy pagando equipo,positivo,1
Un cordial saludo hoy estaré a las 5.40 . Muchas gracias .,positivo,1
Carajo...dame el minuto minimo y deja de amenazar...,positivo,1
Fuera mierda nunca gano nada con ustedes,positivo,1
Ustedes son rateros,positivo,1
"El numero 999335490 quiere comunicarse contigo, si deseas llamalo.",positivo,1
Whats ? Si saben que estan hablando al numero de una menor de edad ? Xd,positivo,1
"Vayanse a la mierda, pastor ha muerto...",positivo,1
Quien mrd te ah dado mi numero,positivo,1
Campana%20o%20campaña?,positivo,1
Que devolucion q hemos pagado por los equipos,positivo,1
Por favor me puede llamar,positivo,1
xq hay otros k me estan llamando ...y yo no soy la persona .ke debo si no mi hernama,positivo,1
No dan respuesta,positivo,1
Si me quieren estafar haganlo bien aunque sea,positivo,1
Y q cosa quieres q haga fuera de aca Ami con estafadores estoy prision carajo haber muéstrame tu beneficio ya apunte tu numero vamos haber quien eres apu,positivo,1
Listo ,positivo,1
Ya se la fecha k pago,positivo,1
Dejen de molestar mi papa a fallecido,positivo,1
Si ya paque que no sale en su sistema,positivo,1
Sres su tienda esta cerrada de chimu,positivo,1
Que equipos dados de baja tengo?,positivo,1
"ernativas al presentar la Resolucion SBS 1870-2020:  a)Reduccion temporal o permanente de tasas de interés. b)Condonacion de intereses vencidos, comision",positivo,1
Me podria enviar numero de cuenta del banco continental para hacer mi pago,positivo,1
Quien es,positivo,1
No tengo ningun ekipo de movistar solo son chik,positivo,1
Sobre q es x favor,positivo,1
Xq para que quien eres,positivo,1
Conteste ,positivo,1
"El numero 965881691 realizo una llamada, busca comunicarse contigo.",positivo,1
a yudame cummmm cha,positivo,1
Disculpe! Pero ya cancelé mi artefacto(impresora) en su totalidad y no tengo deuda alguna. Gracias... ,positivo,1
No se de qué equipos a mi nombre me refieren ya q yo no tengo ningú,positivo,1
Quien es ?? Disculpe,positivo,1
Y esa mi deuda es x penalidad! No sean sinverguenzas!!!!,positivo,1
De cuanto sera,positivo,1
Por favor visar,positivo,1
si ya page ,positivo,1
Ya%20coordine%20con%20una%20señorita%20para%20el%20pago%20gracias%20,positivo,1
Ya he coordinado en reiteradas oportunidades y nunca vinieron. Ya va hacer un año que me cambié de compañia. Y lo primero que hicieron los de cobra se l,positivo,1
Con ustedes y el numero que me estan llamando,positivo,1
Hasta que hora es la atencion,positivo,1
Caya gil anda estafa a otro jajajajaja,positivo,1
Ok esperaré la respuesta,positivo,1
De k deuda me hablan?,positivo,1
Sigo esperando que me envien el cronograma de pagos a.mi.correo :jose-cucho2011@hotmail.com,positivo,1
"El numero 950490448 quiere comunicarse contigo, si deseas llamalo.",positivo,1
